"pers_id","nombre","pergoomet_citations","pergoomet_yearfirst","pergoomet_yearlast","pergoomet_years","pergoomet_citespaper","pergoomet_citesyear","pergoomet_hindex","pergoomet_papers","pergoomet_eindex","pergoomet_awcr","pergoomet_awindex","pergoomet_gindex","pergoomet_hcindex","uniorg_id","uniorg_nombre","tipuniorg_id"
4109,"Madeleyne Parra Fuentes",26,2006,2023,18,1.73,1.44,3,15,2.83,3.39,1.84,4,2,4279,"Red de Innovación de Frutales",13
4109,"Madeleyne Parra Fuentes",26,2006,2023,18,1.73,1.44,3,15,2.83,3.39,1.84,4,2,4282,"Centro de Investigación Caribia",9
4118,"Francy Liliana Garcia Arias",60,2011,2023,13,2.86,4.62,4,21,6.0,10.16,3.19,7,3,4279,"Red de Innovación de Frutales",13
4118,"Francy Liliana Garcia Arias",60,2011,2023,13,2.86,4.62,4,21,6.0,10.16,3.19,7,3,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4118,"Francy Liliana Garcia Arias",60,2011,2023,13,2.86,4.62,4,21,6.0,10.16,3.19,7,3,4293,"Centro de Investigación Tibaitatá",9
4122,"Sandra Viviana Alzate Henao",1,2017,2017,7,0.5,0.14,1,2,0.0,0.0,0.0,1,1,4298,"Sede Eje Cafetero",9
4122,"Sandra Viviana Alzate Henao",1,2017,2017,7,0.5,0.14,1,2,0.0,0.0,0.0,1,1,4279,"Red de Innovación de Frutales",13
4122,"Sandra Viviana Alzate Henao",1,2017,2017,7,0.5,0.14,1,2,0.0,0.0,0.0,1,1,4236,"Sistemas agrícolas del trópico (SAT)",12
4129,"Juan Camilo Henao Rojas",237,2014,2023,10,5.78,23.7,11,41,8.19,64.13,8.01,14,9,4287,"Centro de Investigación La Selva",9
4129,"Juan Camilo Henao Rojas",237,2014,2023,10,5.78,23.7,11,41,8.19,64.13,8.01,14,9,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4129,"Juan Camilo Henao Rojas",237,2014,2023,10,5.78,23.7,11,41,8.19,64.13,8.01,14,9,4217,"Bioproductos y Bioprocesos Agropecuarios ",12
4129,"Juan Camilo Henao Rojas",237,2014,2023,10,5.78,23.7,11,41,8.19,64.13,8.01,14,9,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4135,"Ingrid Marcela Preciado Mongui",10,2019,2023,5,0.59,2.0,2,17,1.41,3.2,1.79,2,2,4275,"Red de Innovación de Raíces y Tubérculos",13
4135,"Ingrid Marcela Preciado Mongui",10,2019,2023,5,0.59,2.0,2,17,1.41,3.2,1.79,2,2,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
4135,"Ingrid Marcela Preciado Mongui",10,2019,2023,5,0.59,2.0,2,17,1.41,3.2,1.79,2,2,4293,"Centro de Investigación Tibaitatá",9
4137,"Ayda Lilia Enriquez Valencia",33,2013,2023,11,2.75,3.0,3,12,4.47,5.79,2.41,5,3,4292,"Centro de Investigación Palmira",9
4137,"Ayda Lilia Enriquez Valencia",33,2013,2023,11,2.75,3.0,3,12,4.47,5.79,2.41,5,3,4279,"Red de Innovación de Frutales",13
4137,"Ayda Lilia Enriquez Valencia",33,2013,2023,11,2.75,3.0,3,12,4.47,5.79,2.41,5,3,4227,"Investigación en frutas del trópico",12
4138,"Sergio Pardo Diaz",563,2012,2023,12,51.18,46.92,4,11,23.22,58.87,7.67,11,5,4237,"Sistemas Agropecuarios sostenibles",12
4138,"Sergio Pardo Diaz",563,2012,2023,12,51.18,46.92,4,11,23.22,58.87,7.67,11,5,4293,"Centro de Investigación Tibaitatá",9
4138,"Sergio Pardo Diaz",563,2012,2023,12,51.18,46.92,4,11,23.22,58.87,7.67,11,5,4280,"Red de Innovación de Cacao",13
4148,"Ana Maria Calvo Salamanca",77,2014,2021,10,12.83,7.7,4,6,7.55,18.62,4.32,6,4,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4148,"Ana Maria Calvo Salamanca",77,2014,2021,10,12.83,7.7,4,6,7.55,18.62,4.32,6,4,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4148,"Ana Maria Calvo Salamanca",77,2014,2021,10,12.83,7.7,4,6,7.55,18.62,4.32,6,4,4293,"Centro de Investigación Tibaitatá",9
4150,"John Javier Espitia Gonzalez",137,2018,2021,6,22.83,22.83,4,6,10.91,28.18,5.31,6,4,4293,"Centro de Investigación Tibaitatá",9
4150,"John Javier Espitia Gonzalez",137,2018,2021,6,22.83,22.83,4,6,10.91,28.18,5.31,6,4,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4150,"John Javier Espitia Gonzalez",137,2018,2021,6,22.83,22.83,4,6,10.91,28.18,5.31,6,4,4280,"Red de Innovación de Cacao",13
4152,"Ronal Arturo Burbano Diaz",24,1986,2023,38,2.67,0.63,2,9,4.12,2.64,1.62,4,2,4292,"Centro de Investigación Palmira",9
4152,"Ronal Arturo Burbano Diaz",24,1986,2023,38,2.67,0.63,2,9,4.12,2.64,1.62,4,2,4227,"Investigación en frutas del trópico",12
4152,"Ronal Arturo Burbano Diaz",24,1986,2023,38,2.67,0.63,2,9,4.12,2.64,1.62,4,2,4279,"Red de Innovación de Frutales",13
4156,"Lizeth Lorena Davila Mora",38,2019,2020,5,19.0,7.6,2,2,5.83,9.4,3.07,2,1,4293,"Centro de Investigación Tibaitatá",9
4156,"Lizeth Lorena Davila Mora",38,2019,2020,5,19.0,7.6,2,2,5.83,9.4,3.07,2,1,4218,"Bioprospección de Biomoléculas y Microorganismos con Aplicaciones Agropecuarias",12
4156,"Lizeth Lorena Davila Mora",38,2019,2020,5,19.0,7.6,2,2,5.83,9.4,3.07,2,1,4280,"Red de Innovación de Cacao",13
4157,"Jenny Carolina Ruiz Moreno",53,2014,2022,10,7.57,5.3,4,7,5.74,7.63,2.76,7,4,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4157,"Jenny Carolina Ruiz Moreno",53,2014,2022,10,7.57,5.3,4,7,5.74,7.63,2.76,7,4,4220,"Control biológico de plagas agrícolas",12
4157,"Jenny Carolina Ruiz Moreno",53,2014,2022,10,7.57,5.3,4,7,5.74,7.63,2.76,7,4,4293,"Centro de Investigación Tibaitatá",9
4160,"Carlos Eduardo Gonzalez Orozco",1613,2008,2023,16,31.02,100.81,20,52,32.7,196.56,14.02,40,16,4280,"Red de Innovación de Cacao",13
4160,"Carlos Eduardo Gonzalez Orozco",1613,2008,2023,16,31.02,100.81,20,52,32.7,196.56,14.02,40,16,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4160,"Carlos Eduardo Gonzalez Orozco",1613,2008,2023,16,31.02,100.81,20,52,32.7,196.56,14.02,40,16,4286,"Centro de Investigación La Libertad",9
4188,"Diego Andres Velasco Acosta",243,2012,2022,12,6.94,20.25,9,35,11.66,35.48,5.96,15,6,4281,"Red de Innovación de Ganadería y Especies Menores",13
4188,"Diego Andres Velasco Acosta",243,2012,2022,12,6.94,20.25,9,35,11.66,35.48,5.96,15,6,4234,"Reproducción Tropical",12
4188,"Diego Andres Velasco Acosta",243,2012,2022,12,6.94,20.25,9,35,11.66,35.48,5.96,15,6,4293,"Centro de Investigación Tibaitatá",9
4191,"Diego Francisco Cortes Rojas",1352,2011,2023,13,40.97,104.0,10,33,34.86,145.54,12.06,33,8,4305,"Sede Central",9
4191,"Diego Francisco Cortes Rojas",1352,2011,2023,13,40.97,104.0,10,33,34.86,145.54,12.06,33,8,4217,"Bioproductos y Bioprocesos Agropecuarios ",12
4191,"Diego Francisco Cortes Rojas",1352,2011,2023,13,40.97,104.0,10,33,34.86,145.54,12.06,33,8,4281,"Red de Innovación de Ganadería y Especies Menores",13
4192,"William Orlando Burgos Paz",534,2006,2023,18,6.59,29.67,12,81,16.37,60.57,7.78,22,9,4294,"Centro de Investigación Turipaná",9
4192,"William Orlando Burgos Paz",534,2006,2023,18,6.59,29.67,12,81,16.37,60.57,7.78,22,9,4233,"Recursos genéticos y biotecnologia animal",12
4192,"William Orlando Burgos Paz",534,2006,2023,18,6.59,29.67,12,81,16.37,60.57,7.78,22,9,4281,"Red de Innovación de Ganadería y Especies Menores",13
4193,"Jose Mauricio Montes Rodriguez",201,1998,2023,26,5.29,7.73,8,38,10.1,24.68,4.97,13,5,4288,"Centro de Investigación La Suiza",9
4193,"Jose Mauricio Montes Rodriguez",201,1998,2023,26,5.29,7.73,8,38,10.1,24.68,4.97,13,5,4279,"Red de Innovación de Frutales",13
4193,"Jose Mauricio Montes Rodriguez",201,1998,2023,26,5.29,7.73,8,38,10.1,24.68,4.97,13,5,4227,"Investigación en frutas del trópico",12
4194,"Maria Camila Rengifo Ibañez",1865,2009,2023,15,71.73,124.33,8,26,42.31,148.43,12.18,26,8,4293,"Centro de Investigación Tibaitatá",9
4194,"Maria Camila Rengifo Ibañez",1865,2009,2023,15,71.73,124.33,8,26,42.31,148.43,12.18,26,8,4281,"Red de Innovación de Ganadería y Especies Menores",13
4194,"Maria Camila Rengifo Ibañez",1865,2009,2023,15,71.73,124.33,8,26,42.31,148.43,12.18,26,8,4218,"Bioprospección de Biomoléculas y Microorganismos con Aplicaciones Agropecuarias",12
4196,"Erika Valentina Krupskaya Vergara Navarro",185,2007,2024,17,6.17,10.88,6,30,10.39,19.29,4.39,13,5,4279,"Red de Innovación de Frutales",13
4196,"Erika Valentina Krupskaya Vergara Navarro",185,2007,2024,17,6.17,10.88,6,30,10.39,19.29,4.39,13,5,4293,"Centro de Investigación Tibaitatá",9
4196,"Erika Valentina Krupskaya Vergara Navarro",185,2007,2024,17,6.17,10.88,6,30,10.39,19.29,4.39,13,5,4236,"Sistemas agrícolas del trópico (SAT)",12
4199,"Stephanie Johana Numa Vergel",71,2011,2016,13,35.5,5.46,2,2,8.19,5.56,2.36,2,1,4275,"Red de Innovación de Raíces y Tubérculos",13
4199,"Stephanie Johana Numa Vergel",71,2011,2016,13,35.5,5.46,2,2,8.19,5.56,2.36,2,1,4220,"Control biológico de plagas agrícolas",12
4199,"Stephanie Johana Numa Vergel",71,2011,2016,13,35.5,5.46,2,2,8.19,5.56,2.36,2,1,4305,"Sede Central",9
4203,"Diana Marcela Valencia Echavarria",21,2009,2023,15,1.4,1.4,3,15,2.45,4.78,2.19,4,3,4230,"Microbiología y Nutrición Animal del Trópico",12
4203,"Diana Marcela Valencia Echavarria",21,2009,2023,15,1.4,1.4,3,15,2.45,4.78,2.19,4,3,4285,"Centro de Investigación El Nus",9
4203,"Diana Marcela Valencia Echavarria",21,2009,2023,15,1.4,1.4,3,15,2.45,4.78,2.19,4,3,4281,"Red de Innovación de Ganadería y Especies Menores",13
4205,"Juan Carlos Lesmes Suarez",2,2015,2023,9,0.13,0.22,1,15,0.0,0.67,0.82,1,1,4295,"Sede Cimpa",9
4205,"Juan Carlos Lesmes Suarez",2,2015,2023,9,0.13,0.22,1,15,0.0,0.67,0.82,1,1,4225,"Innovación Tecnológica de Procesos Agroindustriales para el Desarrollo Rural",12
4205,"Juan Carlos Lesmes Suarez",2,2015,2023,9,0.13,0.22,1,15,0.0,0.67,0.82,1,1,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4207,"Darwin Fabian Lombo Ortiz",21,2012,2023,12,1.11,1.75,3,19,2.83,5.2,2.28,4,2,4236,"Sistemas agrícolas del trópico (SAT)",12
4207,"Darwin Fabian Lombo Ortiz",21,2012,2023,12,1.11,1.75,3,19,2.83,5.2,2.28,4,2,4277,"Red de Innovación de Cultivos Permanentes",13
4207,"Darwin Fabian Lombo Ortiz",21,2012,2023,12,1.11,1.75,3,19,2.83,5.2,2.28,4,2,4289,"Centro de Investigación Motilonia",9
4209,"Adriana Maria Molina Romero",22,2015,2022,9,2.44,2.44,3,9,3.61,3.44,1.86,4,2,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4209,"Adriana Maria Molina Romero",22,2015,2022,9,2.44,2.44,3,9,3.61,3.44,1.86,4,2,4286,"Centro de Investigación La Libertad",9
4209,"Adriana Maria Molina Romero",22,2015,2022,9,2.44,2.44,3,9,3.61,3.44,1.86,4,2,4222,"Estudios Socioeconómicos-Corpoica",12
4221,"Monica Betancourt Vasquez",481,1990,2024,34,5.94,14.15,10,81,17.38,68.41,8.27,21,9,4235,"Rizosfera",12
4221,"Monica Betancourt Vasquez",481,1990,2024,34,5.94,14.15,10,81,17.38,68.41,8.27,21,9,4293,"Centro de Investigación Tibaitatá",9
4221,"Monica Betancourt Vasquez",481,1990,2024,34,5.94,14.15,10,81,17.38,68.41,8.27,21,9,4279,"Red de Innovación de Frutales",13
4222,"Fabian Enrique Martinez Camelo",20,2008,2024,16,1.11,1.25,3,18,2.65,5.35,2.31,4,2,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
4222,"Fabian Enrique Martinez Camelo",20,2008,2024,16,1.11,1.25,3,18,2.65,5.35,2.31,4,2,4293,"Centro de Investigación Tibaitatá",9
4222,"Fabian Enrique Martinez Camelo",20,2008,2024,16,1.11,1.25,3,18,2.65,5.35,2.31,4,2,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4223,"Ricardo Enrique Tamara Morelos",42,2002,2022,22,2.21,1.91,4,19,4.69,8.94,2.99,6,3,4275,"Red de Innovación de Raíces y Tubérculos",13
4223,"Ricardo Enrique Tamara Morelos",42,2002,2022,22,2.21,1.91,4,19,4.69,8.94,2.99,6,3,4296,"Sede Carmen de Bolívar",9
4223,"Ricardo Enrique Tamara Morelos",42,2002,2022,22,2.21,1.91,4,19,4.69,8.94,2.99,6,3,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4226,"Shirley Patricia Perez Cantero",39,2008,2023,16,0.91,2.44,4,43,2.83,12.33,3.51,5,4,4222,"Estudios Socioeconómicos-Corpoica",12
4226,"Shirley Patricia Perez Cantero",39,2008,2023,16,0.91,2.44,4,43,2.83,12.33,3.51,5,4,4275,"Red de Innovación de Raíces y Tubérculos",13
4226,"Shirley Patricia Perez Cantero",39,2008,2023,16,0.91,2.44,4,43,2.83,12.33,3.51,5,4,4294,"Centro de Investigación Turipaná",9
4231,"Andres Javier Cortes Vera",3073,2010,2023,14,43.28,219.5,32,71,42.49,455.18,21.33,55,27,4279,"Red de Innovación de Frutales",13
4231,"Andres Javier Cortes Vera",3073,2010,2023,14,43.28,219.5,32,71,42.49,455.18,21.33,55,27,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4231,"Andres Javier Cortes Vera",3073,2010,2023,14,43.28,219.5,32,71,42.49,455.18,21.33,55,27,4287,"Centro de Investigación La Selva",9
4234,"Byron Abdel Hernandez Ortiz",31,2014,2023,10,6.2,3.1,2,5,5.0,3.92,1.98,5,2,4281,"Red de Innovación de Ganadería y Especies Menores",13
4234,"Byron Abdel Hernandez Ortiz",31,2014,2023,10,6.2,3.1,2,5,5.0,3.92,1.98,5,2,4305,"Sede Central",9
4234,"Byron Abdel Hernandez Ortiz",31,2014,2023,10,6.2,3.1,2,5,5.0,3.92,1.98,5,2,4224,"Grupo de Investigación e Innovación en salud y bienestar animal",12
4236,"Andres Ivan Prato Sarmiento",40,2014,2023,10,1.54,4.0,4,26,3.0,7.09,2.66,5,3,4288,"Centro de Investigación La Suiza",9
4236,"Andres Ivan Prato Sarmiento",40,2014,2023,10,1.54,4.0,4,26,3.0,7.09,2.66,5,3,4277,"Red de Innovación de Cultivos Permanentes",13
4236,"Andres Ivan Prato Sarmiento",40,2014,2023,10,1.54,4.0,4,26,3.0,7.09,2.66,5,3,4227,"Investigación en frutas del trópico",12
4238,"Nathali Lopez Cardona",52,2009,2022,15,1.33,3.47,4,39,3.74,10.26,3.2,6,4,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4238,"Nathali Lopez Cardona",52,2009,2022,15,1.33,3.47,4,39,3.74,10.26,3.2,6,4,4220,"Control biológico de plagas agrícolas",12
4238,"Nathali Lopez Cardona",52,2009,2022,15,1.33,3.47,4,39,3.74,10.26,3.2,6,4,4286,"Centro de Investigación La Libertad",9
4240,"Leidy Patricia Tibaduiza Castañeda",32,2018,2023,6,0.94,5.33,3,34,2.0,12.4,3.52,4,4,4293,"Centro de Investigación Tibaitatá",9
4240,"Leidy Patricia Tibaduiza Castañeda",32,2018,2023,6,0.94,5.33,3,34,2.0,12.4,3.52,4,4,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4240,"Leidy Patricia Tibaduiza Castañeda",32,2018,2023,6,0.94,5.33,3,34,2.0,12.4,3.52,4,4,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4244,"Ana Maria Jimenez Guzman",5,2021,2022,3,1.67,1.67,1,3,2.0,1.67,1.29,2,1,4217,"Bioproductos y Bioprocesos Agropecuarios ",12
4244,"Ana Maria Jimenez Guzman",5,2021,2022,3,1.67,1.67,1,3,2.0,1.67,1.29,2,1,4305,"Sede Central",9
4257,"Lorena Angelica Aguayo Ulloa",550,2011,2023,13,9.65,42.31,13,57,17.69,60.63,7.79,23,9,4294,"Centro de Investigación Turipaná",9
4257,"Lorena Angelica Aguayo Ulloa",550,2011,2023,13,9.65,42.31,13,57,17.69,60.63,7.79,23,9,4281,"Red de Innovación de Ganadería y Especies Menores",13
4257,"Lorena Angelica Aguayo Ulloa",550,2011,2023,13,9.65,42.31,13,57,17.69,60.63,7.79,23,9,4224,"Grupo de Investigación e Innovación en salud y bienestar animal",12
4258," Gustavo Alfonso Araujo Carrillo",122,2010,2023,14,4.88,8.71,6,25,8.43,33.25,5.77,10,6,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4258," Gustavo Alfonso Araujo Carrillo",122,2010,2023,14,4.88,8.71,6,25,8.43,33.25,5.77,10,6,4293,"Centro de Investigación Tibaitatá",9
4258," Gustavo Alfonso Araujo Carrillo",122,2010,2023,14,4.88,8.71,6,25,8.43,33.25,5.77,10,6,4280,"Red de Innovación de Cacao",13
4259,"Sandra Carolina Perdomo Ayola",229,2012,2023,12,4.58,19.08,10,50,8.25,23.72,4.87,14,6,4224,"Grupo de Investigación e Innovación en salud y bienestar animal",12
4259,"Sandra Carolina Perdomo Ayola",229,2012,2023,12,4.58,19.08,10,50,8.25,23.72,4.87,14,6,4281,"Red de Innovación de Ganadería y Especies Menores",13
4259,"Sandra Carolina Perdomo Ayola",229,2012,2023,12,4.58,19.08,10,50,8.25,23.72,4.87,14,6,4289,"Centro de Investigación Motilonia",9
4260,"Claudia Maricel Ipaz Cuastumal",5,2008,2014,16,0.83,0.31,1,6,1.41,0.36,0.6,2,0,4289,"Centro de Investigación Motilonia",9
4260,"Claudia Maricel Ipaz Cuastumal",5,2008,2014,16,0.83,0.31,1,6,1.41,0.36,0.6,2,0,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4260,"Claudia Maricel Ipaz Cuastumal",5,2008,2014,16,0.83,0.31,1,6,1.41,0.36,0.6,2,0,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4260,"Claudia Maricel Ipaz Cuastumal",5,2008,2014,16,0.83,0.31,1,6,1.41,0.36,0.6,2,0,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
4267,"Andrea Del Pilar Villarreal Navarrete",9,2020,2022,4,1.5,2.25,2,6,1.41,1.5,1.22,2,2,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4267,"Andrea Del Pilar Villarreal Navarrete",9,2020,2022,4,1.5,2.25,2,6,1.41,1.5,1.22,2,2,4223,"Grupo de análisis espacio-temporal y manejo de fenómenos fitosanitarios",12
4267,"Andrea Del Pilar Villarreal Navarrete",9,2020,2022,4,1.5,2.25,2,6,1.41,1.5,1.22,2,2,4293,"Centro de Investigación Tibaitatá",9
4273,"Erly Luisana Carrascal Triana",157,2011,2023,13,4.49,12.08,7,35,9.33,22.5,4.74,12,4,4234,"Reproducción Tropical",12
4273,"Erly Luisana Carrascal Triana",157,2011,2023,13,4.49,12.08,7,35,9.33,22.5,4.74,12,4,4281,"Red de Innovación de Ganadería y Especies Menores",13
4273,"Erly Luisana Carrascal Triana",157,2011,2023,13,4.49,12.08,7,35,9.33,22.5,4.74,12,4,4294,"Centro de Investigación Turipaná",9
4280,"Pablo Fernando Ramos Calderon",37,2017,2022,7,5.29,5.29,3,7,5.0,9.19,3.03,6,3,4280,"Red de Innovación de Cacao",13
4280,"Pablo Fernando Ramos Calderon",37,2017,2022,7,5.29,5.29,3,7,5.0,9.19,3.03,6,3,4299,"Sede Florencia",9
4280,"Pablo Fernando Ramos Calderon",37,2017,2022,7,5.29,5.29,3,7,5.0,9.19,3.03,6,3,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4282,"Gustavo Adolfo Rodriguez Yzquierdo",7,2006,2006,18,3.5,0.39,1,2,2.45,0.39,0.62,2,1,4279,"Red de Innovación de Frutales",13
4282,"Gustavo Adolfo Rodriguez Yzquierdo",7,2006,2006,18,3.5,0.39,1,2,2.45,0.39,0.62,2,1,4305,"Sede Central",9
4282,"Gustavo Adolfo Rodriguez Yzquierdo",7,2006,2006,18,3.5,0.39,1,2,2.45,0.39,0.62,2,1,4236,"Sistemas agrícolas del trópico (SAT)",12
4299,"Juan Jose Guerra Hincapie",24,2018,2023,6,1.71,4.0,3,14,3.32,5.17,2.27,4,3,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
4299,"Juan Jose Guerra Hincapie",24,2018,2023,6,1.71,4.0,3,14,3.32,5.17,2.27,4,3,4285,"Centro de Investigación El Nus",9
4299,"Juan Jose Guerra Hincapie",24,2018,2023,6,1.71,4.0,3,14,3.32,5.17,2.27,4,3,4277,"Red de Innovación de Cultivos Permanentes",13
4305,"Jaime Anibal Rosero Alpala",124,2005,2021,19,7.75,6.53,5,16,9.64,14.2,3.77,11,2,4233,"Recursos genéticos y biotecnologia animal",12
4305,"Jaime Anibal Rosero Alpala",124,2005,2021,19,7.75,6.53,5,16,9.64,14.2,3.77,11,2,4234,"Reproducción Tropical",12
4305,"Jaime Anibal Rosero Alpala",124,2005,2021,19,7.75,6.53,5,16,9.64,14.2,3.77,11,2,4281,"Red de Innovación de Ganadería y Especies Menores",13
4305,"Jaime Anibal Rosero Alpala",124,2005,2021,19,7.75,6.53,5,16,9.64,14.2,3.77,11,2,4286,"Centro de Investigación La Libertad",9
4308,"Lumey Perez Artiles",390,1978,2022,46,6.72,8.48,8,58,16.37,28.43,5.33,19,6,4279,"Red de Innovación de Frutales",13
4308,"Lumey Perez Artiles",390,1978,2022,46,6.72,8.48,8,58,16.37,28.43,5.33,19,6,4236,"Sistemas agrícolas del trópico (SAT)",12
4308,"Lumey Perez Artiles",390,1978,2022,46,6.72,8.48,8,58,16.37,28.43,5.33,19,6,4282,"Centro de Investigación Caribia",9
4312,"Diana Milena Rodriguez Mora",19,2010,2022,14,1.36,1.36,2,14,3.74,2.2,1.48,4,2,4279,"Red de Innovación de Frutales",13
4312,"Diana Milena Rodriguez Mora",19,2010,2022,14,1.36,1.36,2,14,3.74,2.2,1.48,4,2,4292,"Centro de Investigación Palmira",9
4312,"Diana Milena Rodriguez Mora",19,2010,2022,14,1.36,1.36,2,14,3.74,2.2,1.48,4,2,4227,"Investigación en frutas del trópico",12
4316,"Sofiane Ouazaa",141,2012,2023,12,5.64,11.75,6,25,9.22,22.56,4.75,11,6,4290,"Centro de Investigación Nataima",9
4316,"Sofiane Ouazaa",141,2012,2023,12,5.64,11.75,6,25,9.22,22.56,4.75,11,6,4232,"Raíces del Futuro - Manejo de suelo, agua y planta",12
4316,"Sofiane Ouazaa",141,2012,2023,12,5.64,11.75,6,25,9.22,22.56,4.75,11,6,4221,"Ecologia y agricultura inteligente para la sostenibilidad y competitividad de los sistemas de producción en el trópico",12
4316,"Sofiane Ouazaa",141,2012,2023,12,5.64,11.75,6,25,9.22,22.56,4.75,11,6,4216,"Agricultura de conservación para suelos de tropico bajo",12
4316,"Sofiane Ouazaa",141,2012,2023,12,5.64,11.75,6,25,9.22,22.56,4.75,11,6,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4317,"Carolina Ortiz Muñoz",11,2005,2023,19,0.42,0.58,2,26,2.24,4.75,2.18,3,3,4278,"Red de Innovación de Hortalizas y Plantas Aromáticas",13
4317,"Carolina Ortiz Muñoz",11,2005,2023,19,0.42,0.58,2,26,2.24,4.75,2.18,3,3,4236,"Sistemas agrícolas del trópico (SAT)",12
4317,"Carolina Ortiz Muñoz",11,2005,2023,19,0.42,0.58,2,26,2.24,4.75,2.18,3,3,4287,"Centro de Investigación La Selva",9
4318,"Daniel Fernando Ortiz Gonzalez",27,2020,2023,4,2.7,6.75,4,10,2.45,8.42,2.9,5,4,4276,"Red de Innovación de Cultivos Transitorios y Agroindustriales",13
4318,"Daniel Fernando Ortiz Gonzalez",27,2020,2023,4,2.7,6.75,4,10,2.45,8.42,2.9,5,4,4300,"Sede Popayán",9
4318,"Daniel Fernando Ortiz Gonzalez",27,2020,2023,4,2.7,6.75,4,10,2.45,8.42,2.9,5,4,4227,"Investigación en frutas del trópico",12
4323,"Hector Augusto Sandoval Contreras",21,1995,2023,29,1.17,0.72,3,18,3.32,3.49,1.87,4,2,4302,"Sede Yopal",9
4323,"Hector Augusto Sandoval Contreras",21,1995,2023,29,1.17,0.72,3,18,3.32,3.49,1.87,4,2,4279,"Red de Innovación de Frutales",13
4323,"Hector Augusto Sandoval Contreras",21,1995,2023,29,1.17,0.72,3,18,3.32,3.49,1.87,4,2,4227,"Investigación en frutas del trópico",12
4325,"Martha Liliana Carrero Gutierrez",14,2015,2022,9,2.8,1.56,2,5,3.0,3.75,1.94,3,2,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4325,"Martha Liliana Carrero Gutierrez",14,2015,2022,9,2.8,1.56,2,5,3.0,3.75,1.94,3,2,4293,"Centro de Investigación Tibaitatá",9
4325,"Martha Liliana Carrero Gutierrez",14,2015,2022,9,2.8,1.56,2,5,3.0,3.75,1.94,3,2,4279,"Red de Innovación de Frutales",13
4335,"Eddy Johana Bautista Bautista",1172,2007,2022,17,35.52,68.94,11,33,31.67,189.61,13.77,33,7,4280,"Red de Innovación de Cacao",13
4335,"Eddy Johana Bautista Bautista",1172,2007,2022,17,35.52,68.94,11,33,31.67,189.61,13.77,33,7,4305,"Sede Central",9
4335,"Eddy Johana Bautista Bautista",1172,2007,2022,17,35.52,68.94,11,33,31.67,189.61,13.77,33,7,4217,"Bioproductos y Bioprocesos Agropecuarios ",12
4355,"Sandra Liliana Castañeda Garzon",102,2005,2023,19,1.59,5.37,5,64,7.07,14.67,3.83,9,4,4286,"Centro de Investigación La Libertad",9
4355,"Sandra Liliana Castañeda Garzon",102,2005,2023,19,1.59,5.37,5,64,7.07,14.67,3.83,9,4,4229,"Mejoramiento genético vegetal, uso y aprovechamiento de la agrobiodiversidad MGVA",12
4355,"Sandra Liliana Castañeda Garzon",102,2005,2023,19,1.59,5.37,5,64,7.07,14.67,3.83,9,4,4277,"Red de Innovación de Cultivos Permanentes",13
4356,"Rommel Igor Leon Pacheco",255,1995,2024,29,2.26,8.79,9,113,8.43,61.41,7.84,13,8,4236,"Sistemas agrícolas del trópico (SAT)",12
4356,"Rommel Igor Leon Pacheco",255,1995,2024,29,2.26,8.79,9,113,8.43,61.41,7.84,13,8,4282,"Centro de Investigación Caribia",9
